0.6411788036,0.4686061792
0.6120606266,0.3484377583
0.7539382268,0.695374609
0.4196499558,0.6147622342
0.4655977779,0.3723462831
0.6735741876,0.731868758
0.3437218661,0.6722416581
0.5113279611,0.3952357966
0.7245052377,0.6945346743
0.3128243558,0.6997010932
0.506591776,0.4207192025
0.7208692351,0.693839717
0.2996450041,0.7087742543
0.504042628,0.42982026
0.7183627632,0.6934853063
0.2910313872,0.7151112897
0.5010882943,0.4350174497
0.7157407936,0.693681375
0.2839615066,0.7256031864
0.4955135699,0.4393150764
0.7130925776,0.6934116663
0.2824068557,0.7277942174
0.4944835849,0.4406503949
0.7130925776,0.6934116663
0.28096009,0.7283692397
0.4945866957,0.4425817316
0.7142448028,0.6938157593
0.2799510545,0.7309555817
0.4934686072,0.4444677649
0.7152721667,0.6943384233
0.2787819362,0.7317811533
0.4931922986,0.4453091306
0.7152721667,0.6943384233
0.2759850098,0.7328426767
0.4928796695,0.4461299711
0.7138890116,0.6944122071
0.2731406386,0.7342094972
0.4925657473,0.4479943165
0.7138890116,0.6944122071
